Health Center Site Fact Identification Number,Site Name,UDS Number,Site Telephone Number,Site Web Address,Operating Hours per Week,Health Center Grantee Identification Number,Grant Number,Grantee Name,Grantee Organization Type Description,Migrant Health Centers HRSA Grant Subprogram Indicator,Community Health HRSA Grant Subprogram Indicator,School Based Health Center HRSA Grant Subprogram Indicator,Public Housing HRSA Grant Subprogram Indicator,Health Care for the Homeless HRSA Grant Subprogram Indicator,Site Address Identification Number,Site Address Source System Identification Number,Enterprise Site Repository Source ID,Site Data Source,Site Address,Site City,Site State Abbreviation,Site Postal Code,U.S. - Mexico Border 100 Kilometer Indicator,Health Center Site Population Type Description,Health Center Location Setting Identification Number,Health Center Service Delivery Site Location Setting Description,Health Center Status Identification Number,Site Status Description,Health Center Location Identification Number,Health Center Location Type Description,Health Center Type Identification Number,Health Center Type Description,Health Center Operator Identification Number,Health Center Operator Description,Health Center Operating Schedule Identification Number,Health Center Operational Schedule Description,Health Center Operating Calendar Surrogate Key,Health Center Operating Calendar,County or County Equivalent Federal Information Processing Standard Code,County Equivalent Name,County Description,Complete County Name,State and County Federal Information Processing Standard Code,State FIPS Code,State Name,Name of U.S. Senator Number One,Name of U.S. Senator Number Two,HHS Region Code,HHS Region Name,U.S. - Mexico Border County Indicator,Congressional District Number,Congressional District Name,State FIPS and Congressional District Number Code,U.S. Congressional Representative Name,Uniform Resource Locator (URL) for a Member of the U.S. House of Representatives,Data Warehouse Record Create Date Text,Data Warehouse Record Create Date,BPHC Assigned Number,Site Open Date,Site Open Date Text,Site Added to Scope this Date,Site Add to Scope Date Text,BHCMIS Site Identification Number,Federally Qualified Health Center (FQHC) Look-Alike Number,Federally Qualified Health Center (FQHC) Look-Alike Organization Name,Federally Qualified Health Center (FQHC) Look-Alike Street Address,Federally Qualified Health Center (FQHC) Look-Alike Organization City,Federally Qualified Health Center (FQHC) Look-Alike Organization State,Federally Qualified Health Center (FQHC) Look-Alike Organization ZIP Code,Federally Qualified Health Center (FQHC) Look-Alike Organization Site Administrator Contact Name,Federally Qualified Health Center (FQHC) Look-Alike Organization Site Administrator Contact Telephone Number,Federally Qualified Health Center (FQHC) Look-Alike Organization Site Administrator Contact Email Address,Geocoding Artifact Address Primary X Coordinate,Geocoding Artifact Address Primary Y Coordinate
3495,A WOMAN'S PLACE,09107AX,415-255-3525,www.healthright360.org,19,876,H80CS00049,San Francisco Community Clinic Consortium,"Corporate Entity, Federal Tax Exempt",N,N,N,N,Y,7457,98F5D96E-DD44-462A-B2D7-2578C727158D,4416B5BD-DB63-416D-92F2-31E960C98FD3,ESR_SCP,1049 Howard St,San Francisco,CA,94103-2822,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,2,Subrecipient,2,Part-Time,1,Year-Round,75,San Francisco,County            ,San Francisco County,6075,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,12,California District 12,612,Nancy Pelosi,http://pelosi.house.gov/,3/19/18,3/19/18,BPS-H80-006014,1/1/00,1/1/00,1/6/90,1/6/90,91070,,,,,  ,,,,,-122.4083751,37.7787317
3499,Westside Neighborhood Clinic,,,www.sbclinics.com,42.25,,,,, , , , , ,4339,587F64D0-7084-404E-A647-5B788600B385,BA5ED94A-3690-43B5-A97A-B92D13AF868F,FQHC_LKL,628 W Micheltorena St,Santa Barbara,CA,93101-4131,N,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,83,Santa Barbara,County            ,Santa Barbara County,6083,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,24,California District 24,624,Salud O. Carbajal,https://carbajal.house.gov/,3/19/18,3/19/18,BPS-LAL-013822,10/1/73,10/1/73,5/1/14,5/1/14,,LAL00155,Santa Barbara Neighborhood Clinics,"915 N. Milpas St., 2nd Flr",Santa Barbara,CA,93103-2331,Trula  Breuninger,805-617-7852,trula.breuninger@sbclinics.com,-119.7158619,34.41909612
3510,CSVS - CIRCLE CLINIC,09105H,831-757-6237,www.csvs.org,48,911,H80CS00232,CLINICA DE SALUD DEL VALLE DE SALINAS,"Corporate Entity, Federal Tax Exempt",Y,Y,N,N,Y,11364,EA172370-C703-4572-B159-4167EF7F395D,DABD57C4-E71B-43F8-8983-76784304E2F3,ESR_SCP,950 Circle Dr,Salinas,CA,93905-2150,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,53,Monterey,County            ,Monterey County,6053,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,20,California District 20,620,Jimmy Panetta,https://panetta.house.gov/,3/19/18,3/19/18,BPS-H80-001945,1/9/87,1/9/87,1/9/87,1/9/87,91050,,,,,  ,,,,,-121.6269258,36.67962078
3516,NCHS Oceanside Specialty Health Center,,760-737-6700,,40,485,H80CS00228,North County Health Project Incorporated,"Corporate Entity, Federal Tax Exempt",Y,Y,N,N,N,11916,F4663768-C0D4-4377-8B5D-29D770CEF9E2,87DE8757-9E1F-476A-964E-4F189E6A2B77,ESR_SCP,619 Crouch St Ste 100,Oceanside,CA,92054-4460,Y,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,73,San Diego,County            ,San Diego County,6073,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,Y,49,California District 49,649,Darrell E. Issa,https://issa.house.gov/,3/19/18,3/19/18,BPS-H80-019132,,/,1/17/17,1/17/17,90720,,,,,  ,,,,,-117.3537527,33.19655212
3527,Spring Valley Family Counseling Center,,619-515-2385,www.fhcsd.org,40,1030,H80CS00224,"FAMILY HEALTH CENTERS OF SAN DIEGO, INC.","Corporate Entity, Federal Tax Exempt",N,Y,N,Y,Y,178,03BF05CA-6441-4460-848F-C0591DEEDCB7,FFC55B12-3E2E-4DF2-9FD7-8FCC8F20F43D,ESR_SCP,3845 Spring Dr,Spring Valley,CA,91977-1030,Y,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,73,San Diego,County            ,San Diego County,6073,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,Y,53,California District 53,653,Susan A. Davis,https://susandavis.house.gov/,3/19/18,3/19/18,BPS-H80-009401,1/11/10,1/11/10,3/31/10,3/31/10,93120,,,,,  ,,,,,-117.0030857,32.74907918
3529,Wesley Health Centers -- Andrew Escajeda Clinic,,626-744-6140,,19,1377,H80CS06673,"JWCH Institute, Inc.","Corporate Entity, Federal Tax Exempt",N,Y,N,N,Y,9474,C3149F8D-88F8-4E07-AD16-A54F8D076634,D373F96B-6497-4745-A5A6-2A52513B5104,ESR_SCP,1845 N Fair Oaks Ave Ste G151,Pasadena,CA,91103-1620,N,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,27,California District 27,627,Judy Chu,http://chu.house.gov/,3/19/18,3/19/18,BPS-H80-017500,,/,1/20/16,1/20/16,925360,,,,,  ,,,,,-118.1508042,34.17764366
3531,AACI,,408-975-2763,http://aaci.org/main/programs/health/#health-center,40,117,H80CS26615,"Asian Americans For Community Involvement Of Santa Clara, Inc, The","Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,9223,BE46084E-6EBF-44C8-A7A8-FA8A17DD7600,19097FA5-6C5F-4F53-8CFE-8721A5E0118D,ESR_SCP,2400 Moorpark Ave Ste 300,San Jose,CA,95128-2680,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,85,Santa Clara,County            ,Santa Clara County,6085,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,18,California District 18,618,Anna G. Eshoo,http://eshoo.house.gov/,3/19/18,3/19/18,BPS-H80-013306,6/18/00,6/18/00,11/1/13,11/1/13,09E01091,,,,,  ,,,,,-121.937103,37.31608249
3546,CSC - Community Health Center Suite 400B,,213-808-1718,http://www.cscla.org/,30,1345,H80CS08735,Chinatown Service Center,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,4319,580F8909-8F31-437C-8D2F-E6E3B11AFF52,1AB76881-5C7C-4C4B-BB39-6AC8931892AB,ESR_SCP,767 N Hill St Ste 400B,Los Angeles,CA,90012-2381,N,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,34,California District 34,634,Jimmy Gomez,https://gomez.house.gov,3/19/18,3/19/18,BPS-H80-020971,,/,8/3/17,8/3/17,928870,,,,,  ,,,,,-118.2397121,34.06256296
3551,BORREGO MEDICAL CENTER,09901B,760-767-5051,www.borregomedical.org,45,442,H80CS00287,BORREGO COMMUNITY HEALTH FOUNDATION,"Corporate Entity, Federal Tax Exempt",Y,Y,N,N,N,6808,8AE397BC-581E-4EA1-98EE-34886C3B360D,D6876C75-410F-4258-B6AD-F6033E6D1826,ESR_SCP,4343 Yaqui Pass Rd,Borrego Springs,CA,92004,Y,Rural,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,73,San Diego,County            ,San Diego County,6073,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,Y,50,California District 50,650,Duncan Hunter,http://hunter.house.gov/,3/19/18,3/19/18,BPS-H80-005116,4/1/90,4/1/90,3/1/02,3/1/02,99010,,,,,  ,,,,,-116.3305107,33.19169514
3558,Marin Community Clinic - Novato,,415-448-1500,www.marinclinic.org,40,1083,H80CS00343,Marin Community Clinic,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,209,0474C7DB-6042-49A1-A0D9-5C6B60A0A3DC,1DA2879F-6E0E-4D1B-B285-BC23CFD568BC,ESR_SCP,6100 Redwood Blvd,Novato,CA,94945-4501,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,41,Marin,County            ,Marin County,6041,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,2,California District 02,602,Jared Huffman,http://huffman.house.gov,3/19/18,3/19/18,BPS-H80-008138,4/6/09,4/6/09,4/6/09,4/6/09,95380,,,,,  ,,,,,-122.5627488,38.09577989
3559,GVHC - RIVERBANK,,209-383-1848,www.gvhc.org,40,130,H80CS00742,Golden Valley Health Centers,"Corporate Entity, Federal Tax Exempt",Y,Y,N,N,Y,11914,F45A8BAB-77BB-44FA-A171-F50C52528A38,B0E4AACC-2C9E-440B-A9C3-836FA5C54D94,ESR_SCP,4150 Patterson Rd,Riverbank,CA,95367,N,Rural,2,School,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,99,Stanislaus,County            ,Stanislaus County,6099,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,10,California District 10,610,Jeff Denham,http://denham.house.gov/,3/19/18,3/19/18,BPS-H80-008705,6/30/10,6/30/10,6/29/09,6/29/09,90470,,,,,  ,,,,,-120.919821,37.73256835
3577,Fire House Clinic,,510-471-5907,,60,231,H80CS00223,TIBURCIO VASQUEZ HEALTH CENTER INCORPORATED,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,9124,BBFC4B2F-7540-43E3-B0CD-057288E22028,6D998D83-9D9F-408F-803F-92B8A7CAC339,ESR_SCP,28300 Huntwood Ave,Hayward,CA,94544-5425,N,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,1,Alameda,County            ,Alameda County,6001,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,15,California District 15,615,Eric Swalwell,http://swalwell.house.gov,3/19/18,3/19/18,BPS-H80-016963,,/,8/31/15,8/31/15,93190,,,,,  ,,,,,-122.063407,37.63205029
3588,DELANO ADULT BEHAVIORAL HLTH SVC,09039L,661-725-2788,www.clinicasierravista.org,40,1039,H80CS00540,Clinica Sierra Vista,"Corporate Entity, Federal Tax Exempt",Y,Y,N,N,Y,12050,F7B82A7C-75EA-4FD6-94AD-DDDF0F4B0AFC,CAD1EB8A-3418-4097-ABE5-32414F02A6C6,ESR_SCP,828 High St Ste C,Delano,CA,93215-2960,N,Rural,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,29,Kern,County            ,Kern County,6029,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,21,California District 21,621,David G. Valadao,http://valadao.house.gov,3/19/18,3/19/18,BPS-H80-005593,9/1/01,9/1/01,1/9/01,1/9/01,90390,,,,,  ,,,,,-119.2465675,35.7673148
3600,Venice Family Clinic - OPCC Annenberg Access Center,,310-392-8636,www.venicefamilyclinic.org,19,914,H80CS04217,Venice Family Clinic,"Corporate Entity, Federal Tax Exempt",N,Y,N,Y,Y,10517,D8CF8A85-A97A-4F4D-B477-0E7B9E67D7E9,01C374B3-622A-4115-8A58-24346577F32C,ESR_SCP,503 Olympic Blvd,Santa Monica,CA,90401-3311,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,2,Part-Time,1,Year-Round,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,33,California District 33,633,Ted Lieu,https://lieu.house.gov/,3/19/18,3/19/18,BPS-H80-011791,9/1/07,9/1/07,6/16/12,6/16/12,94890,,,,,  ,,,,,-118.4896827,34.01337999
3611,"All For Health, Health For All - South Central Avenue",,818-409-3020,www.all4health.org,44,839,H80CS12851,All For Health Health For All,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,12386,FFA1E249-A7DA-4FD2-B7FD-2DA63BB69445,E664389F-CCA2-4094-B0BE-B8A064F7CAED,ESR_SCP,800 S Central Ave Ste 308,Glendale,CA,91204-4644,N,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,28,California District 28,628,Adam B. Schiff,http://schiff.house.gov/,3/19/18,3/19/18,BPS-H80-015326,,/,7/10/15,7/10/15,9.00E+08,,,,,  ,,,,,-118.2578188,34.13652232
3618,Mission City Community Network- Panorama City,,818-895-3100,,20,677,H80CS08241,"Mission City Community Network, Inc.","Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,6564,855B356D-E7A2-4175-B51D-E3146E8923C4,3045BE05-6607-43BC-B5B5-1452B73EDC17,ESR_SCP,8771 Van Nuys Blvd,Panorama City,CA,91402-2401,N,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,29,California District 29,629,Tony Cíçrdenas,http://cardenas.house.gov,3/19/18,3/19/18,BPS-H80-017227,,/,10/28/15,10/28/15,929830,,,,,  ,,,,,-118.4502762,34.229349
3631,Clinicas Del Camino Real Inc - North Oxnard,,805-988-0053,www.clinicas.org,51,489,H80CS00550,"Clinicas del Camino Real, Inc.","Corporate Entity, Federal Tax Exempt",Y,Y,N,N,N,8482,ADEBFDD0-DB95-41E7-9B6D-FCE322793936,EC5A4830-B2A7-45C1-8A55-A60614D9585B,ESR_SCP,1200 N Ventura Rd Ste E,Oxnard,CA,93030-3827,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,1,Year-Round,111,Ventura,County            ,Ventura County,6111,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,26,California District 26,626,Julia Brownley,http://juliabrownley.house.gov,3/19/18,3/19/18,BPS-H80-007978,1/1/05,1/1/05,8/1/08,8/1/08,93650,,,,,  ,,,,,-119.1943768,34.21434566
3636,ChapCare Lake,,626-398-6300,,40,668,H80CS04220,COMMUNITY HEALTH ALLIANCE OF PASADENA,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,Y,11425,EB3F0017-3759-4D27-9322-FA81F6FFA565,D79F2DF4-1FD2-4C16-B575-7312811A2145,ESR_SCP,1800 N Lake Ave,Pasadena,CA,91104-1228,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,27,California District 27,627,Judy Chu,http://chu.house.gov/,3/19/18,3/19/18,BPS-H80-010220,11/2/09,11/2/09,11/23/10,11/23/10,910140,,,,,  ,,,,,-118.1318688,34.1768316
3637,Lifelong Trust Health Center,,510-210-5050,http://www.lifelongmedical.org/locations/our-locations/trust-health-center.html,40,1426,H80CS00047,"ALAMEDA, COUNTY OF",U.S. Government Entity,N,N,N,N,Y,10687,DC199B40-4304-45AF-8B29-911093C5DCC7,CD51CFC4-AB9C-439B-B00A-90171DCE703A,ESR_SCP,386 14th St,Oakland,CA,94612-3211,N,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,3,Administrative/Service Delivery Site,3,Contractor,0,Unknown,0,Unknown,1,Alameda,County            ,Alameda County,6001,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,13,California District 13,613,Barbara Lee,http://lee.house.gov/,3/19/18,3/19/18,BPS-H80-018422,,/,8/1/16,8/1/16,90870,,,,,  ,,,,,-122.2696096,37.80371521
3638,"All for Health, Health for All--Burbank",,818-748-1740,www.all4health.org,44,839,H80CS12851,All For Health Health For All,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,8625,B1015FDF-A572-4452-801F-F8F229CE514C,6584DF42-0566-439E-B429-C82CDCB2A01B,ESR_SCP,401 S Glenoaks Blvd Ste 101,Burbank,CA,91502-2707,N,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,28,California District 28,628,Adam B. Schiff,http://schiff.house.gov/,3/19/18,3/19/18,BPS-H80-015321,,/,7/9/15,7/9/15,9.00E+08,,,,,  ,,,,,-118.302969,34.18078561
3649,FHCSD Facility Services,,619-515-2300,,,1030,H80CS00224,"FAMILY HEALTH CENTERS OF SAN DIEGO, INC.","Corporate Entity, Federal Tax Exempt",N,Y,N,Y,Y,12178,FA926662-3387-41FC-8C6F-29F63459E962,4E5DF7CF-B866-44C0-91EC-AB975AE396CD,ESR_SCP,3959 Lockridge St,San Diego,CA,92102-4507,Y,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,1,Administrative,1,Health Center/Applicant,0,Unknown,0,Unknown,73,San Diego,County            ,San Diego County,6073,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,Y,51,California District 51,651,Juan Vargas,http://vargas.house.gov,3/19/18,3/19/18,BPS-H80-018679,,/,10/5/16,10/5/16,93120,,,,,  ,,,,,-117.1090739,32.71000249
3667,Community Medical Wellness Centers USA,,562-270-0324,,30,448,H80CS28986,Community Medical Wellness Centers USA,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,3342,43BEC3CD-9D4C-4B96-BC19-4BC7FE721254,CB67049D-CFFD-4E89-A942-B297482393C8,ESR_SCP,1360 E Anaheim St Ste 207,Long Beach,CA,90813-5517,N,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,3,Administrative/Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,47,California District 47,647,Alan S. Lowenthal,http://lowenthal.house.gov,3/19/18,3/19/18,BPS-H80-020988,,/,8/3/17,8/3/17,09E01191,,,,,  ,,,,,-118.174482,33.78257747
3672,WEST OAKLAND HEALTH CENTER..,90540,510-835-9610,wohc@wohc.org,40,604,H80CS00347,"West Oakland Health Council, The","Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,4756,6146B89B-3D71-4334-AF50-E2AAF9BF9A9C,29EC4AD1-9AA3-44B3-A89A-570D959AA105,ESR_SCP,700 Adeline St,Oakland,CA,94607-2608,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,1,Alameda,County            ,Alameda County,6001,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,13,California District 13,613,Barbara Lee,http://lee.house.gov/,3/19/18,3/19/18,BPS-H80-004614,10/1/69,10/1/69,1/10/69,1/10/69,90540,,,,,  ,,,,,-122.2879512,37.8044048
3681,LifeLong Clinton Commons - Supportive Housing Program,,510-238-9772,,20,609,H80CS00808,Lifelong Medical Care,"Corporate Entity, Federal Tax Exempt",N,Y,N,Y,N,11004,E3207A44-4F00-4E5C-9C92-8D47A6B1CBDF,0EFF6236-DD59-4FD9-B2D3-8EB58C6570B9,ESR_SCP,720 E 11th St,Oakland,CA,94606-3670,N,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,1,Alameda,County            ,Alameda County,6001,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,13,California District 13,613,Barbara Lee,http://lee.house.gov/,3/19/18,3/19/18,BPS-H80-018851,,/,10/30/16,10/30/16,92880,,,,,  ,,,,,-122.2536013,37.79250864
3682,T.H.E. Clinic Inc. at Lennox School District,,323-730-1920,,30,616,H80CS00755,"Clinic Inc, The","Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,7324,95E6A989-E0AF-4329-A68C-50FA0ED6373E,7B400CB1-7437-4FCC-A619-2D2C34499BCD,ESR_SCP,10223 Firmona Ave,Inglewood,CA,90304-1421,N,Urban,2,School,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,2,Part-Time,1,Year-Round,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,43,California District 43,643,Maxine Waters,https://waters.house.gov/,3/19/18,3/19/18,BPS-H80-010334,11/1/10,11/1/10,2/1/11,2/1/11,92440,,,,,  ,,,,,-118.3570456,33.94299583
3683,1610 Meridian Avene Suite 2,,408-445-3400,,,318,H80CS02325,Indian Health Center of Santa Clara Valley,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,9038,BA833DE8-2F28-4B5F-B52E-D1206B349BFB,1C1FBB09-5792-45B6-BCC9-5E416AA7A601,ESR_SCP,1610 Meridian Ave Ste 2,San Jose,CA,95125-5531,N,Unknown,0,Unknown,1,Active,1,Permanent,1,Administrative,1,Health Center/Applicant,0,Unknown,0,Unknown,85,Santa Clara,County            ,Santa Clara County,6085,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,19,California District 19,619,Zoe Lofgren,https://lofgren.house.gov/,3/19/18,3/19/18,BPS-H80-017787,,/,4/20/16,4/20/16,912090,,,,,  ,,,,,-121.913518,37.294092
3684,CLINICA DE SALUD-ALVIN DR.DENTAL,09105J,831-444-9722,www.csvs.org,48,911,H80CS00232,CLINICA DE SALUD DEL VALLE DE SALINAS,"Corporate Entity, Federal Tax Exempt",Y,Y,N,N,Y,11394,EAA9CC6E-F969-47EF-87FA-5B021794CA17,753CD8B6-037D-4F93-997E-FE22E7B409BA,ESR_SCP,620 E Alvin Dr Ste G,Salinas,CA,93906-3054,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,53,Monterey,County            ,Monterey County,6053,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,20,California District 20,620,Jimmy Panetta,https://panetta.house.gov/,3/19/18,3/19/18,BPS-H80-000151,1/1/07,1/1/07,1/1/07,1/1/07,91050,,,,,  ,,,,,-121.6324962,36.70375712
3689,Harbor Community Clinic Pediatric Center,,310-732-5887,www.thehcc.net,42,1197,H80CS28366,Harbor Community Clinic,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,1799,241BC822-2282-474E-806D-23BE03EE48A6,D890CA96-C060-4F51-BF99-90E2260E8B34,ESR_SCP,731 S Beacon St,San Pedro,CA,90731-3738,N,Urban,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,44,California District 44,644,Nanette Diaz Barragíçn,https://barragan.house.gov/,3/19/18,3/19/18,BPS-H80-015128,,/,5/1/15,5/1/15,09E01151,,,,,  ,,,,,-118.2804666,33.73722
3690,Ontario Archibald,,909-630-7939,,40,92,H80CS26624,POMONA COMMUNITY HEALTH CENTER,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,4067,52B9C7E1-05DC-4FB6-97BB-5C0DDE26E38C,755667B2-9C84-4F6F-BD7D-5B7649E186D9,ESR_SCP,2680 E Riverside Dr,Ontario,CA,91761-7307,N,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,71,San Bernardino,County            ,San Bernardino County,6071,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,35,California District 35,635,Norma J. Torres,https://torres.house.gov/,3/19/18,3/19/18,BPS-H80-019265,,/,2/23/17,2/23/17,09E01080,,,,,  ,,,,,-117.5944725,34.01911151
3704,SJWCFC Slauson Health Center,,323-541-1600,,40,923,H80CS00873,"St. John's Well Child And Family Center, Inc.","Corporate Entity, Federal Tax Exempt",N,Y,N,Y,Y,5718,745C4D6F-1510-442C-BB48-B0B1EEF72DE2,1337699F-A8B6-43FE-9EC5-7971B7BC7302,ESR_SCP,4314 W Slauson Ave,Los Angeles,CA,90043-2808,N,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,37,California District 37,637,Karen Bass,http://karenbass.house.gov/,3/19/18,3/19/18,BPS-H80-020997,,/,8/2/17,8/2/17,910370,,,,,  ,,,,,-118.3509318,33.98885154
3709,North Inland Family Medicine,,619-445-6200,www.mtnhealth.org,30,1232,H80CS00284,"Mountain Health & Community Services, Inc.","Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,1072,15CB8075-2D6F-4282-BF18-3B110933850E,0B4E95B8-FD51-42FC-B442-BD49C46E0627,ESR_SCP,125 W Mission Ave Ste 105,Escondido,CA,92025-1721,Y,Unknown,7,All Other Clinic Types,1,Active,1,Permanent,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,73,San Diego,County            ,San Diego County,6073,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,Y,50,California District 50,650,Duncan Hunter,http://hunter.house.gov/,3/19/18,3/19/18,BPS-H80-017649,,/,3/4/16,3/4/16,91520,,,,,  ,,,,,-117.0863551,33.13001137
